Symbol,Crawl_DividendCash,Crawl_DividendShares,DividendCash,DividendShares,Total
XNQ,0,0,0,0,0
SBF,0,0,0,0,0
STI,0,0,0,0,0
SBI,0,0,0,0,0
STF,0,0,0,0,0
SIP,0,0,0,0,0
SRE,0,0,0,0,0
SKB,0,0,0,0,0
SKD,0,0,0,0,0
STD,0,0,0,0,0
STH,0,0,0,0,0
SMC,0,0,0,0,0
SRA,0,0,0,0,0
FSH,0,0,0,0,0
STU,0,0,0,0,0
SBS,0,0,0,0,0
SGU,0,0,0,0,0
XQD,0,0,0,0,0
SMM,0,0,0,0,0
SBK,0,0,0,0,0
SEA,0,0,0,0,0
SDL,0,0,0,0,0
STV,0,0,0,0,0
SBN,0,0,0,0,0
HBH,0,0,0,0,0
SVS,0,0,0,0,0
SRF,0,0,0,0,0
SWR,0,0,0,0,0
SWE,0,0,0,0,0
SWK,0,0,0,0,0
SYD,0,0,0,0,0
SAQ,0,0,0,0,0
SYI,1,1,1,0,3
SLV,0,0,0,0,0
SYL,0,0,0,0,0
SYB,0,0,0,0,0
SL1,0,0,0,0,0
SYN,0,0,0,0,0
SYS,0,0,0,0,0
SYT,0,0,0,0,0
OCH,0,0,0,0,0
TAB,0,0,0,0,0
TKG,0,0,0,0,0
TWO,0,0,0,0,0
TBL,0,0,0,0,0
TAN,0,0,0,0,0
TBC,0,0,0,0,0
TAP,0,0,0,0,0
TTX,0,0,0,0,0
TEX,0,0,0,0,0
TKI,0,0,0,0,0
TMM,0,0,0,0,0
TPX,0,0,0,0,0
TGR,0,0,0,0,0
TSS,0,0,0,0,0
TSW,0,0,0,0,0
TAT,0,0,0,0,0
TTS,0,0,0,0,0
TAW,0,0,0,0,0
TDL,0,0,0,0,0
TDG,0,0,0,0,0
TEQ,0,0,0,0,0
TCN,0,0,0,0,0
TIF,0,0,0,0,0
TCM,0,0,0,0,0
TCP,0,0,0,0,0
TCY,0,0,0,0,0
TKA,0,0,0,0,0
TCA,0,0,0,0,0
TCT,0,0,0,0,0
TLP,0,0,0,0,0
TMN,0,0,0,0,0
TEO,0,0,0,0,0
TLZ,0,0,0,0,0
TGG,0,0,0,0,0
TEN,0,0,0,0,0
TNI,0,0,0,0,0
TNN,0,0,0,0,0
TGZ,0,0,0,0,0
TEA,0,0,0,0,0
TIV,0,0,0,0,0
TTY,0,0,0,0,0
TYC,0,0,0,0,0
TXA,0,0,0,0,0
TXN,0,0,0,0,0
TXT,0,0,0,0,0
TAF,0,0,0,0,0
THG,0,0,0,0,0
CCS,0,0,0,0,0
CGL,0,0,0,0,0
IQG,0,0,0,0,0
PGR,0,0,0,0,0
REW,0,0,0,0,0
TSN,0,0,0,0,0
WCC,0,0,0,0,0
TNK,0,0,0,0,0
TSM,0,0,0,0,0
THO,0,0,0,0,0
TPO,0,0,0,0,0
TB8,0,0,0,0,0
TGS,0,0,0,0,0
TKF,0,0,0,0,0
TIH,0,0,0,0,0
TLT,0,0,0,0,0
TIM,0,0,0,0,0
TOD,0,0,0,0,0
TPF,0,0,0,0,0
TIN,0,0,0,0,0
TIO,0,0,0,0,0
TIC,0,0,0,0,0
TIR,0,0,0,0,0
TMA,0,0,0,0,0
TMO,0,0,0,0,0
TMP,0,0,0,0,0
TBY,0,0,0,0,0
TOF,0,0,0,0,0
TOL,0,0,0,0,0
TOM,0,0,0,0,0
TCB,0,0,0,0,0
TOO,0,0,0,0,0
TOH,0,0,0,0,0
TTH,0,0,0,0,0
TDA,0,0,0,0,0
TDB,0,0,0,0,0
TRN,0,0,0,0,0
TRK,0,0,0,0,0
TOA,0,0,0,0,0
TNB,0,0,0,0,0
TNF,0,0,0,0,0
TNH,0,0,0,0,0
TTB,0,0,0,0,0
TSG,0,0,0,0,0
TCH,0,0,0,0,0
TLA,0,0,0,0,0
TOX,0,0,0,0,0
TPM,0,0,0,0,0
TME,0,0,0,0,0
TTC,0,0,0,0,0
TFP,0,0,0,0,0
TRF,0,0,0,0,0
TSC,0,0,0,0,0
TNS,0,0,0,0,0
TRO,0,0,0,0,0
TPA,0,0,0,0,0
TCS,0,0,0,0,0
TFS,0,0,0,0,0
TYO,0,0,0,0,0
TKR,0,0,0,0,0
TBH,0,0,0,0,0
TIL,0,0,0,0,0
TRG,0,0,0,0,0
TT2,0,0,0,0,0
TT1,0,0,0,0,0
TT7,0,0,0,0,0
2BE,0,0,0,0,0
TUC,0,0,0,0,0
TUG,0,0,0,0,0
TUL,0,0,0,0,0
TLL,0,0,0,0,0
TNR,0,0,0,0,0
TBG,0,0,0,0,0
TV2,0,0,0,0,0
TWT,0,0,0,0,0
TWH,0,0,0,0,0
TYA,0,0,0,0,0
TYN,0,0,0,0,0
TPT,0,0,0,0,0
UND,0,0,0,0,0
UCL,0,0,0,0,0
UMS,0,0,0,0,0
UEC,0,0,0,0,0
UFI,0,0,0,0,0
UGL,0,0,0,0,0
UIL,0,0,0,0,0
UPE,0,0,0,0,0
ULT,0,0,0,0,0
UPI,0,0,0,0,0
UNS,0,0,0,0,0
UTB,0,0,0,0,0
UNC,0,0,0,0,0
UAI,0,0,0,0,0
UCG,0,0,0,0,0
UEL,0,0,0,0,0
UNG,0,0,0,0,0
UMC,0,0,0,0,0
UTL,0,0,0,0,0
UWL,0,0,0,0,0
UML,0,0,0,0,0
UPG,0,0,0,0,0
UNV,0,0,0,0,0
UTC,0,0,0,0,0
UNP,0,0,0,0,0
UNW,0,0,0,0,0
UPD,0,0,0,0,0
UCE,0,0,0,0,0
UKL,0,0,0,0,0
URB,0,0,0,0,0
USM,0,0,0,0,0
USR,0,0,0,0,0
USC,0,0,0,0,0
UXA,0,0,0,0,0
UXC,0,0,0,0,0
VOF,0,0,0,0,0
VPG,0,0,0,0,0
VDM,0,0,0,0,0
VAH,0,0,0,0,0
VLI,0,0,0,0,0
VLY,0,0,0,0,0
VMX,0,0,0,0,0
VAM,0,0,0,0,0
VGS,1,1,1,0,3
VAN,0,0,0,0,0
VPM,0,0,0,0,0
VGO,0,0,0,0,0
VAP,1,1,1,0,3
VCL,0,0,0,0,0
VLT,0,0,0,0,0
VEL,0,0,0,0,0
VCM,0,0,0,0,0
VEC,0,0,0,0,0
VED,0,0,0,0,0
VCR,0,0,0,0,0
VFI,0,0,0,0,0
VAX,0,0,0,0,0
VRM,0,0,0,0,0
VT1,0,0,0,0,0
VSW,0,0,0,0,0
VES,0,0,0,0,0
VIC,0,0,0,0,0
VTP,0,0,0,0,0
VET,0,0,0,0,0
VLE,0,0,0,0,0
VPT,0,0,0,0,0
VYA,0,0,0,0,0
VID,0,0,0,0,0
VIE,0,0,0,0,0
VII,0,0,0,0,0
VKI,0,0,0,0,0
VWD,0,0,0,0,0
VLW,0,0,0,0,0
VRL,0,0,0,0,0
VMY,0,0,0,0,0
VNR,0,0,0,0,0
VLA,0,0,0,0,0
VIR,0,0,0,0,0
VRT,0,0,0,0,0
VSC,0,0,0,0,0
VSG,0,0,0,0,0
VEI,0,0,0,0,0
VSO,1,1,1,0,3
VTG,0,0,0,0,0
VPL,0,0,0,0,0
VTH,0,0,0,0,0
VTA,0,0,0,0,0
VIV,0,0,0,0,0
VOC,0,0,0,0,0
VGN,0,0,0,0,0
VLL,0,0,0,0,0
VNX,0,0,0,0,0
VXS,0,0,0,0,0
VOY,0,0,0,0,0
VRG,0,0,0,0,0
VCN,0,0,0,0,0
VLM,0,0,0,0,0
WAC,0,0,0,0,0
WKM,0,0,0,0,0
WDP,0,0,0,0,0
WAH,0,0,0,0,0
WKS,0,0,0,0,0
WKC,0,0,0,0,0
WAL,0,0,0,0,0
WLB,0,0,0,0,0
WJA,0,0,0,0,0
WTA,0,0,0,0,0
WCI,0,0,0,0,0
WHS,0,0,0,0,0
WGO,0,0,0,0,0
WCB,0,0,0,0,0
WNZ,0,0,0,0,0
WGF,0,0,0,0,0
WMK,0,0,0,0,0
WTR,0,0,0,0,0
WTP,0,0,0,0,0
WFH,0,0,0,0,0
WYL,0,0,0,0,0
WLS,0,0,0,0,0
WCP,0,0,0,0,0
WHW,0,0,0,0,0
WEH,0,0,0,0,0
WDE,0,0,0,0,0
WBA,0,0,0,0,0
WPM,0,0,0,0,0
WLL,0,0,0,0,0
WNP,0,0,0,0,0
WFI,0,0,0,0,0
WSG,0,0,0,0,0
WAN,0,0,0,0,0
WTE,0,0,0,0,0
WCH,0,0,0,0,0
WTQ,0,0,0,0,0
WSA,0,0,0,0,0
WAD,0,0,0,0,0
XWB,0,0,0,0,0
XWD,0,0,0,0,0
WDR,0,0,0,0,0
WUN,0,0,0,0,0
WEA,0,0,0,0,0
WFC,0,0,0,0,0
WFD,0,0,0,0,0
WDC,0,0,0,0,0
WSF,0,0,0,0,0
WRT,0,0,0,0,0
WBS,0,0,0,0,0
WIC,0,0,0,0,0
WMX,0,0,0,0,0
WBK,0,0,0,0,0
WPP,0,0,0,0,0
WCT,0,0,0,0,0
WPI,0,0,0,0,0
WTG,0,0,0,0,0
WRP,0,0,0,0,0
WCL,0,0,0,0,0
WTV,0,0,0,0,0
WWR,0,0,0,0,0
WEN,0,0,0,0,0
GZS,0,0,0,0,0
WIM,0,0,0,0,0
WCU,0,0,0,0,0
WRG,0,0,0,0,0
WHI,0,0,0,0,0
WHT,0,0,0,0,0
WLM,0,0,0,0,0
WHO,0,0,0,0,0
WHTMFI,0,0,0,0,0
AXSBSC,0,0,0,0,0
WNA,0,0,0,0,0
WIL,0,0,0,0,0
WIH,0,0,0,0,0
WND,0,0,0,0,0
WQW,0,0,0,0,0
WFE,0,0,0,0,0
WNS,0,0,0,0,0
WNO,0,0,0,0,0
WZI,0,0,0,0,0
WMR,0,0,0,0,0
WXT,0,0,0,0,0
WBW,0,0,0,0,0
WLF,0,0,0,0,0
WOF,0,0,0,0,0
WLC,0,0,0,0,0
WDI,0,0,0,0,0
WSK,0,0,0,0,0
WWA,0,0,0,0,0
WOC,0,0,0,0,0
WTF,0,0,0,0,0
WPG,0,0,0,0,0
WYI,0,0,0,0,0
WEW,0,0,0,0,0
XCD,0,0,0,0,0
XIP,0,0,0,0,0
XXL,0,0,0,0,0
XPD,0,0,0,0,0
XPL,0,0,0,0,0
YCN,0,0,0,0,0
YSF,0,0,0,0,0
YSL,0,0,0,0,0
YRK,0,0,0,0,0
YFZ,0,0,0,0,0
ZEL,0,0,0,0,0
ZAM,0,0,0,0,0
ZGM,0,0,0,0,0
ZAP,0,0,0,0,0
ZPS,0,0,0,0,0
ZBB,0,0,0,0,0
ZBT,0,0,0,0,0
ZDX,0,0,0,0,0
ZNT,0,0,0,0,0
ZEN,0,0,0,0,0
ZTL,0,0,0,0,0
ZEI,0,0,0,0,0
ZTA,0,0,0,0,0
ZHE,0,0,0,0,0
ZFX,0,0,0,0,0
ZKP,0,0,0,0,0
ZOD,0,0,0,0,0
ZRI,0,0,0,0,0
ZYB,0,0,0,0,0
CV1,0,0,0,0,0
CL8R,0,0,0,0,0
TMGR,0,0,0,0,0
AHQR,0,0,0,0,0
LNYDA,0,0,0,0,0
E33N,0,0,0,0,0
DDD,0,0,0,0,0
TGADA,0,0,0,0,0
SCTN,0,0,0,0,0
AARR,0,0,0,0,0
AQCN,0,0,0,0,0
BODN,0,0,0,0,0
LNY,0,0,0,0,0
PRXN,0,0,0,0,0
IXUN,0,0,0,0,0
FGLN,0,0,0,0,0
NSXN,0,0,0,0,0
BPHNE,0,0,0,0,0
TSCN,0,0,0,0,0
DW8N,0,0,0,0,0
DW8OA,0,0,0,0,0
TMHN,0,0,0,0,0
WBCPE,1,1,1,0,3
LNYOA,0,0,0,0,0
PBHO,0,0,0,0,0
AREN,0,0,0,0,0
SBRO,0,0,0,0,0
GWROA,0,0,0,0,0
ERWO,0,0,0,0,0
MGUO,0,0,0,0,0
NTLOB,0,0,0,0,0
ADDN,0,0,0,0,0
MEMN,0,0,0,0,0
YTMTL1,0,0,0,0,0
PRXR,0,0,0,0,0
UUVOA,0,0,0,0,0
MAYNC,0,0,0,0,0
AQCR,0,0,0,0,0
LRTN,0,0,0,0,0
IPBN,0,0,0,0,0
VOROB,0,0,0,0,0
KINN,0,0,0,0,0
PARN,0,0,0,0,0
VORDC,0,0,0,0,0
VORDB,0,0,0,0,0
KGDN,0,0,0,0,0
TRYN,0,0,0,0,0
PICNB,0,0,0,0,0
CPTND,0,0,0,0,0
WNBDB,0,0,0,0,0
WECDA,0,0,0,0,0
WQGNA,0,0,0,0,0
TMHR,0,0,0,0,0
ENXNB,0,0,0,0,0
WGBO,0,0,0,0,0
PKON,0,0,0,0,0
ICNO,0,0,0,0,0
MAYO,0,0,0,0,0
TMRN,0,0,0,0,0
VOR,0,0,0,0,0
YTMSG2,0,0,0,0,0
LVHN,0,0,0,0,0
IMEN,0,0,0,0,0
CCANC,0,0,0,0,0
PFTN,0,0,0,0,0
GMLDA,0,0,0,0,0
WNB,0,0,0,0,0
PICOA,0,0,0,0,0
GSNOA,0,0,0,0,0
DVLN,0,0,0,0,0
APCN,0,0,0,0,0
ENXOA,0,0,0,0,0
WQGOA,0,0,0,0,0
ANZN,0,0,0,0,0
BCNNC,0,0,0,0,0
KPOOE,0,0,0,0,0
AUNNB,0,0,0,0,0
M8SN,0,0,0,0,0
TTBO,0,0,0,0,0
PODN,0,0,0,0,0
BCNOB,0,0,0,0,0
DLCDA,0,0,0,0,0
WECN,0,0,0,0,0
AIQDA,0,0,0,0,0
MDCDA,0,0,0,0,0
ANZR,0,0,0,0,0
NMRN,0,0,0,0,0
CYMN,0,0,0,0,0
DYLND,0,0,0,0,0
WWIO,0,0,0,0,0
PH2DD,0,0,0,0,0
PCKN,0,0,0,0,0
DLC,0,0,0,0,0
GSNNB,0,0,0,0,0
WECR,0,0,0,0,0
SYANE,0,0,0,0,0
TPDDA,0,0,0,0,0
BMNDA,0,0,0,0,0
MIRNB,0,0,0,0,0
BPHOA,0,0,0,0,0
ALAOE,0,0,0,0,0
E2EDA,0,0,0,0,0
HYDO,0,0,0,0,0
KRROC,0,0,0,0,0
UUVDB,0,0,0,0,0
UUVDC,0,0,0,0,0
DCXN,0,0,0,0,0
1AGN,0,0,0,0,0
BWXN,0,0,0,0,0
NZSOA,0,0,0,0,0
AISDB,0,0,0,0,0
CLZDA,0,0,0,0,0
CLZDB,0,0,0,0,0
SYAOD,0,0,0,0,0
ROOO,0,0,0,0,0
E2E,0,0,0,0,0
VGMF,0,0,0,0,0
UUV,0,0,0,0,0
TNPDB,0,0,0,0,0
SRNNB,0,0,0,0,0
BRVNB,0,0,0,0,0
BRKNA,0,0,0,0,0
CLZOA,0,0,0,0,0
PBX,0,0,0,0,0
SI6ND,0,0,0,0,0
CZNO,0,0,0,0,0
AVWO,0,0,0,0,0
JATN,0,0,0,0,0
BPPN,0,0,0,0,0
AGENE,0,0,0,0,0
NESOA,0,0,0,0,0
HASDA,0,0,0,0,0
MMMDA,0,0,0,0,0
TNP,0,0,0,0,0
BASOC,0,0,0,0,0
BASNE,0,0,0,0,0
GCRDB,0,0,0,0,0
SI6OD,0,0,0,0,0
2BEO,0,0,0,0,0
PHLN,0,0,0,0,0
EVEN,0,0,0,0,0
AUZN,0,0,0,0,0
BRVO,0,0,0,0,0
BRKOB,0,0,0,0,0
SRNOC,0,0,0,0,0
RMLOA,0,0,0,0,0
LKENC,0,0,0,0,0
BEXN,0,0,0,0,0
SUNPF,0,0,0,0,0
AGEOB,0,0,0,0,0
WMCNF,0,0,0,0,0
GCXNA,0,0,0,0,0
GOLDA,0,0,0,0,0
NORO,0,0,0,0,0
NORN,0,0,0,0,0
EDEN,0,0,0,0,0
WWGN,0,0,0,0,0
OSLN,0,0,0,0,0
OKJO,0,0,0,0,0
MLSN,0,0,0,0,0
YPBDB,0,0,0,0,0
LKEOC,0,0,0,0,0
ATCNC,0,0,0,0,0
BRUN,0,0,0,0,0
ZMMDE,0,0,0,0,0
RESDA,0,0,0,0,0
HRNN,0,0,0,0,0
VGI,0,0,0,0,0
KKONB,0,0,0,0,0
GOLD,1,1,0,1,3
IPTNA,0,0,0,0,0
RLCN,0,0,0,0,0
SCLDB,0,0,0,0,0
M8SR,0,0,0,0,0
AMLN,0,0,0,0,0
MCTN,0,0,0,0,0
CVVNF,0,0,0,0,0
LPDOB,0,0,0,0,0
LOMOC,0,0,0,0,0
UBIN,0,0,0,0,0
MCTNC,0,0,0,0,0
SIHN,0,0,0,0,0
CHKNF,0,0,0,0,0
SELF,0,0,0,0,0
CGFPA,0,0,0,0,0
ESH,0,0,0,0,0
R3DN,0,0,0,0,0
WSIDB,0,0,0,0,0
CNJN,0,0,0,0,0
MLSOB,0,0,0,0,0
CYLOA,0,0,0,0,0
ESHOA,0,0,0,0,0
ATCOB,0,0,0,0,0
LPDNI,0,0,0,0,0
DDDOA,0,0,0,0,0
ISX,0,0,0,0,0
YTMQF3,0,0,0,0,0
MGTNF,0,0,0,0,0
AKNN,0,0,0,0,0
AKNOA,0,0,0,0,0
PGON,0,0,0,0,0
UBINA,0,0,0,0,0
WBEN,0,0,0,0,0
TNROB,0,0,0,0,0
CHKOA,0,0,0,0,0
MCTO,0,0,0,0,0
KKOR,0,0,0,0,0
IPTRA,0,0,0,0,0
HRNR,0,0,0,0,0
LPDOC,0,0,0,0,0
KGLN,0,0,0,0,0
GEVOA,0,0,0,0,0
NUHDB,0,0,0,0,0
CI1DB,0,0,0,0,0
ADSN,0,0,0,0,0
BASDA,0,0,0,0,0
BASDB,0,0,0,0,0
CXMN,0,0,0,0,0
EN1,0,0,0,0,0
MGTRE,0,0,0,0,0
RGLN,0,0,0,0,0
LAWN,0,0,0,0,0
PXXNA,0,0,0,0,0
AEVN,0,0,0,0,0
BASO,0,0,0,0,0
PNLDB,0,0,0,0,0
ZLDDG,0,0,0,0,0
PEKND,0,0,0,0,0
WAMN,0,0,0,0,0
HASND,0,0,0,0,0
BLGN,0,0,0,0,0
CZNN,0,0,0,0,0
TD1N,0,0,0,0,0
SBMNA,0,0,0,0,0
PEKOD,0,0,0,0,0
PE1NB,0,0,0,0,0
AGYN,0,0,0,0,0
SMNNB,0,0,0,0,0
HASO,0,0,0,0,0
CBAPF,1,1,1,0,3
MVLN,0,0,0,0,0
AO1N,0,0,0,0,0
SMRN,0,0,0,0,0
ANZPE,1,1,1,0,3
MOQN,0,0,0,0,0
AMNBA,0,0,0,0,0
GMNNB,0,0,0,0,0
BLZO,0,0,0,0,0
AGYO,0,0,0,0,0
LCKOA,0,0,0,0,0
DA1,0,0,0,0,0
